[0.6748047, 0.9140625, 0.9550781, 0.9609375, 0.9609375, 0.9658203, 0.98339844, 0.9863281, 0.9892578, 0.9892578]
[0.88183594, 0.953125, 0.9394531, 0.96191406, 0.96875, 0.9707031, 0.9746094, 0.9746094, 0.9716797, 0.97753906]
[0.7441406, 0.9111328, 0.95214844, 0.96484375, 0.9707031, 0.97753906, 0.9814453, 0.98339844, 0.9873047, 0.9824219]
[0.8828125, 0.93066406, 0.95996094, 0.96972656, 0.96875, 0.9785156, 0.98339844, 0.9824219, 0.95410156, 0.97753906]
[0.77441406, 0.9394531, 0.9550781, 0.9628906, 0.97265625, 0.9814453, 0.984375, 0.9863281, 0.9863281, 0.98828125]
[0.9140625, 0.95703125, 0.9550781, 0.96875, 0.96777344, 0.9736328, 0.9736328, 0.9746094, 0.97265625, 0.97558594]
[0.6923828, 0.9140625, 0.9628906, 0.95410156, 0.9765625, 0.98046875, 0.98535156, 0.98339844, 0.9873047, 0.98828125]
[0.8183594, 0.95996094, 0.96484375, 0.97558594, 0.9824219, 0.9814453, 0.98339844, 0.98339844, 0.9794922, 0.9814453]
[0.7011719, 0.91308594, 0.9423828, 0.95996094, 0.96777344, 0.96875, 0.96875, 0.9785156, 0.9765625, 0.98046875]
[0.89941406, 0.9296875, 0.9375, 0.95996094, 0.9765625, 0.97265625, 0.9736328, 0.97558594, 0.97558594, 0.97753906]
