[0.58691406, 0.83203125, 0.92871094, 0.9482422, 0.9560547, 0.96777344, 0.96875, 0.9716797, 0.9736328, 0.9746094]
[0.6640625, 0.9091797, 0.953125, 0.9658203, 0.94921875, 0.96484375, 0.96875, 0.9658203, 0.96484375, 0.96972656]
[0.7753906, 0.921875, 0.9560547, 0.96484375, 0.97265625, 0.9736328, 0.9765625, 0.97753906, 0.9814453, 0.9785156]
[0.8935547, 0.9316406, 0.96484375, 0.9667969, 0.95996094, 0.97753906, 0.97558594, 0.97753906, 0.9716797, 0.9794922]
[0.7871094, 0.9248047, 0.9433594, 0.95410156, 0.96484375, 0.9667969, 0.97558594, 0.9746094, 0.9765625, 0.9785156]
[0.8857422, 0.92578125, 0.9453125, 0.953125, 0.9453125, 0.9511719, 0.96191406, 0.95703125, 0.9707031, 0.97558594]
[0.6796875, 0.90625, 0.9394531, 0.9472656, 0.9580078, 0.9658203, 0.9707031, 0.96972656, 0.9746094, 0.9746094]
[0.80371094, 0.9238281, 0.9453125, 0.9560547, 0.96484375, 0.97265625, 0.96972656, 0.97265625, 0.9794922, 0.9794922]
[0.578125, 0.8623047, 0.9296875, 0.9472656, 0.9550781, 0.95996094, 0.9589844, 0.96484375, 0.9707031, 0.9707031]
[0.75683594, 0.8857422, 0.9355469, 0.9589844, 0.95996094, 0.9707031, 0.97558594, 0.9794922, 0.9785156, 0.9746094]
